ncm;regime;cst;norma;dispositivo;trecho
02063000;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
230990;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
050400;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
18050000;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
0105;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
230400;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
020621;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
07133329;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
020629;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
07133319;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
17029000;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
070990;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
150200;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
07061000;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
07133399;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
020620;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
18040000;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
07019000;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
17011100;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
17019900;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
0103;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
12081000;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
02061000;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
22090000;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
07020000;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 202";"Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12 (exceto os produtos classificados nos códigos 12.01 e 1208.10.00) , 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto os produtos classificados nos códigos 2304.00 e 2309.10.00, bem como as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
